,CPI_2017,CPI_abs_growth,other_eco_indices,recycling_%_waste,plastic_%_waste,hazardous_waste_norm,e_waste_norm,total_municipal_solid_waste_norm,national_agency_solid_waste_management,national_law_solid_waste_management,SDI_2017,SDI_abs_growth,CO2_capita_2017,CO2_capita_growth,gini_index_2017,gini_growth,moderate_poverty_%_$5.50_2017,moderate_pov_growth,extreme_poverty_%_$1.90_2017,extreme_pov_growth,gdp_per_capita_2017,gdp_capita_growth,hdi_2017,2013-2018_hdi_rank_change,2010-2018_hdi_annual_growth,gender_eq_2017,gender_abs_growth,homicide_rate_2017,homicide_growth
10,28.0,-5.0,29.666666666666668,0.094,0.17300000000000001,0.001,0.003,0.17,0.0,0.0,0.6990000000000001,0.039000000000000035,0.9279999999999999,-0.001074116335865516,48.3,0.0,49.1,0.0,8.8,0.0,4451.451,0.05482495900286555,0.649,2.0,0.98,4.1,-0.15000000000000036,26.072,-0.05035321837079587
11,20.0,1.0,19.0,0.094,0.127,0.021,0.001,0.213,0.0,0.0,0.537,0.019000000000000017,0.3,0.0,41.1,0.0,78.6,0.0,24.5,0.0,765.727,-0.0010472069619607005,0.501,-1.0,0.92,2.5,-0.5,9.482999999999999,-0.012077450478249485
12,30.0,2.0,29.666666666666668,0.094,0.14400000000000002,0.0,0.0,0.237,0.0,1.0,0.6729999999999999,0.029999999999999916,1.0170000000000001,-0.009552849894139404,50.5,-0.02081285487808393,53.6,-0.014974688829412663,17.6,-0.026214458262203477,2453.728,0.027321631620156328,0.621,0.0,0.51,3.5,-0.5,40.98,-0.13164835186421187
13,30.0,-4.0,29.0,0.05,0.109,0.0,0.008,0.42200000000000004,1.0,1.0,0.7809999999999999,0.0050000000000000044,3.615,-0.0025257007425397715,46.3,-0.010056505553686201,25.4,-0.04274128964486068,2.2,-0.10354639745865135,9278.418,-0.019561991234864462,0.765,2.0,0.47,4.1,-0.15000000000000036,25.709,0.030323647277691546
14,26.0,-3.0,24.666666666666668,0.094,0.11900000000000001,0.0,0.002,0.266,1.0,1.0,0.708,0.025999999999999912,0.821,-0.0024184080085422055,46.2,0.0,35.4,0.0,3.4,0.0,2159.163,0.04167477996207758,0.653,0.0,0.74,4.0,0.0,7.186,-0.0857296005429874
15,38.0,0.0,40.666666666666664,0.094,0.12,0.021,0.001,0.371,1.0,1.0,0.804,0.0030000000000001137,2.345,-0.016235804749391014,49.9,-0.007062299674330141,14.1,-0.056913644204320435,2.5,-0.09420226495658801,15150.346000000001,0.07158604440546701,0.7929999999999999,0.0,0.6,4.1,-0.15000000000000036,9.667,-0.10564107400411171
16,30.0,5.0,25.666666666666668,0.094,0.11900000000000001,0.021,0.005,0.27399999999999997,1.0,1.0,0.7390000000000001,0.020000000000000018,1.124,0.04992452528347946,48.8,0.004991928689783931,17.5,-0.0481730306420608,1.0,-0.2075534037694433,5680.581,0.01849973108339964,0.722,2.0,0.56,4.1,-0.15000000000000036,7.877999999999999,-0.04860964973944337
17,35.0,-3.0,35.666666666666664,0.04,0.105,0.021,0.006,0.27,1.0,1.0,0.784,0.006000000000000005,1.545,-0.005099054853588747,43.3,-0.005004800925508257,24.2,-0.020932538934216982,3.4,-0.06664354376687665,6710.508000000001,0.005500100796782981,0.7559999999999999,4.0,0.65,4.1,-0.15000000000000036,7.909,0.03466354680898576
18,74.0,1.0,70.66666666666667,0.34600000000000003,0.129,0.09,0.008,0.81,1.0,1.0,0.184,-0.014000000000000012,14.606,-0.009732530596947009,41.1,0.001957920037970018,1.7,0.0,1.0,0.0,59957.725999999995,0.03043651612000553,0.919,-3.0,0.12,4.1,-0.15000000000000036,5.317,0.023629380066375605
19,71.0,-1.0,67.66666666666667,0.08,0.11,0.021,0.011000000000000001,0.36700000000000005,1.0,1.0,0.507,-0.09299999999999997,1.699,-0.017627277280493403,39.5,-0.00201310138562516,2.9,-0.12015319425868487,0.1,-0.12944943670387588,17322.147,0.02686689525880248,0.807,-1.0,0.54,4.1,-0.15000000000000036,8.264,0.008998816034197832
20,79.0,-6.0,79.66666666666667,0.42100000000000004,0.076,0.294,0.024,0.561,1.0,1.0,0.14300000000000002,-0.022999999999999993,15.632,-0.000829558924113849,34.4,0.0,0.7,0.0,0.5,0.0,54066.471,-0.044857199587786334,0.937,0.0,0.17,3.25,-0.03600000000000003,0.826,-0.04884141378810736
21,26.0,0.0,29.666666666666668,0.19899999999999998,0.047,0.001,0.001,0.095,1.0,1.0,0.6579999999999999,0.04799999999999993,0.475,0.015425783255808456,32.4,0.0,84.3,0.0,14.5,0.0,1563.914,0.121089034610939,0.609,5.0,1.4,3.0,-0.5,2.222,-0.0399200717707916
