,CPI_2017,CPI_abs_growth,other_eco_indices,recycling_%_waste,plastic_%_waste,hazardous_waste_norm,e_waste_norm,total_municipal_solid_waste_norm,national_agency_solid_waste_management,national_law_solid_waste_management,SDI_2017,SDI_abs_growth,CO2_capita_2017,CO2_capita_growth,gini_index_2017,gini_growth,moderate_poverty_%_$5.50_2017,moderate_pov_growth,extreme_poverty_%_$1.90_2017,extreme_pov_growth,gdp_per_capita_2017,gdp_capita_growth,hdi_2017,2013-2018_hdi_rank_change,2010-2018_hdi_annual_growth,gender_eq_2017,gender_abs_growth,homicide_rate_2017,homicide_growth
72,61.0,0.0,62.333333333333336,0.46399999999999997,0.11599999999999999,0.075,0.013000000000000001,0.449,1.0,1.0,0.37799999999999995,-0.1140000000000001,6.4910000000000005,0.008987933998609199,24.2,-0.011184922055384239,0.1,-0.12944943670387588,0.0,0.0,23500.752,0.007463161776137817,0.899,0.0,0.29,4.1,-0.15000000000000036,0.915,0.06116382445678448
73,58.0,-7.0,56.0,0.168,0.09,0.064,0.026000000000000002,0.434,1.0,1.0,0.395,-0.137,5.446000000000001,0.004541580602084316,34.7,-0.003986459526845287,2.2,-0.0662895973411548,0.7,-0.04902060720441037,28170.435,-0.0010897306342699808,0.8909999999999999,1.0,0.4,4.1,-0.15000000000000036,0.6579999999999999,-0.03170145350219611
74,88.0,0.0,87.33333333333333,0.324,0.066,0.262,0.07400000000000001,0.447,1.0,1.0,0.326,-0.011999999999999955,3.7430000000000003,-0.0023346145379649075,28.8,0.008548252303932413,0.5,-0.11091046386780001,0.2,-0.1674467925981269,53791.509000000005,-0.01508097662482788,0.935,-4.0,0.42,4.1,-0.15000000000000036,1.141,0.09859905955834436
75,86.0,0.0,82.66666666666667,0.32,0.15,0.14300000000000002,0.022000000000000002,0.723,1.0,1.0,0.253,-0.030999999999999972,4.394,-0.005065480910303344,32.7,0.006867062345281338,0.1,0.0,0.0,0.0,80449.995,-0.007505404742790933,0.943,0.0,0.18,4.1,-0.15000000000000036,0.532,-0.010911702837406612
76,41.0,-8.0,45.666666666666664,0.213,0.03,0.044000000000000004,0.008,0.4,1.0,1.0,0.654,-0.02100000000000002,4.7139999999999995,0.029410209882583027,41.4,0.005900114555019931,8.7,-0.06691151867647505,0.1,0.0,10513.648000000001,-0.02127736177450057,0.805,5.0,1.03,4.1,-0.15000000000000036,3.0860000000000003,-0.06454253416239664
77,29.0,3.0,28.333333333333332,0.032,0.07,9.955,0.006,0.33899999999999997,1.0,1.0,0.732,-0.0040000000000000036,3.821,-0.016573042073309008,26.0,0.01031145931793609,4.6,0.062321039666164646,0.0,0.0,2640.676,-0.07289541360907459,0.747,-5.0,0.29,4.1,-0.15000000000000036,6.184,0.03771518687751674
78,81.0,7.0,78.66666666666667,0.272,0.20199999999999999,0.08800000000000001,0.055,0.485,1.0,1.0,0.391,-0.010000000000000009,5.432,-0.02141666072233539,34.8,0.015021740331687461,0.5,-0.03580749599737276,0.2,0.0,40361.417,-0.010099342695970681,0.919,-3.0,0.21,4.1,-0.15000000000000036,1.238,0.05217961218315592
79,34.0,2.0,32.0,0.125,0.13,0.004,0.006,0.239,1.0,0.0,0.753,0.03200000000000003,2.145,0.0015926631229976618,31.5,0.021656314698381918,72.6,0.014073865708777111,3.8,0.20431048521198436,2440.51,-0.05466789391782689,0.696,-2.0,0.62,2.25,-0.25,2.5540000000000003,0.0
80,29.0,1.0,30.666666666666668,0.05,0.085,0.1,0.008,0.223,1.0,1.0,0.6,-0.05599999999999994,6.987,0.0004299227728234989,40.8,0.017554577175587616,12.9,0.05436481112522373,0.3,0.2457309396155174,5520.311,-0.06983143797968183,0.799,-3.0,0.68,2.25,-0.25,2.499,-0.012632068096903315
81,17.0,-1.0,25.266666666666666,0.096,0.053,0.001,0.006,0.364,0.0,0.0,0.7,0.0040000000000000036,3.655,0.0018709204754641107,29.5,0.0,52.4,0.0,1.7,0.0,5205.288,-0.053047491615793585,0.684,-1.0,0.68,2.25,-0.25,10.07,0.03552986355950227
82,64.0,4.0,62.0,0.25,0.18,0.038,0.013999999999999999,0.644,1.0,1.0,0.395,-0.03700000000000003,7.322,-0.008232998417108228,39.0,-0.011394753147963232,2.7,-0.09711954855256566,0.2,-0.1674467925981269,40541.862,0.04513895842591875,0.904,-1.0,0.27,2.25,-0.25,1.492,-0.023572006274813262
83,37.0,0.0,39.0,0.08,0.08,0.008,0.001,0.2,0.0,1.0,0.718,0.03299999999999992,1.6269999999999998,0.004485043612010298,39.5,0.0,30.2,0.0,0.9,0.0,3036.325,0.008351044285396458,0.675,2.0,1.14,2.25,-0.25,2.1390000000000002,0.13175301751139035
84,41.0,0.0,41.666666666666664,0.04,0.11,0.013000000000000001,0.008,0.242,1.0,1.0,0.7759999999999999,0.006999999999999895,2.2680000000000002,-0.00035236090498946826,32.8,0.0,17.5,0.0,0.2,0.0,3481.2290000000003,-0.034658790490696534,0.738,3.0,0.39,2.25,-0.25,3.0610000000000004,0.0
85,14.0,-9.0,12.333333333333334,0.08,0.1,0.001,0.002,0.175,1.0,1.0,0.47200000000000003,-0.0709999999999999,0.316,-0.061055683968445074,36.7,0.0,81.0,0.0,18.3,0.0,882.3960000000001,-0.09412795661997697,0.46299999999999997,-18.0,-0.94,1.5,-0.5,6.772,0.005067270017425463
86,36.0,0.0,28.218666666666667,0.25,0.073,0.012,0.001,0.124,1.0,1.0,0.5529999999999999,0.025999999999999912,0.605,0.039693206829761074,47.8,0.0,90.6,0.0,49.6,0.0,1136.593,-0.0014973942620984948,0.515,0.0,1.19,3.5,0.0,1.127,0.0
87,42.0,4.0,40.06466666666667,0.12,0.09,0.0,0.001,0.142,0.0,1.0,0.46,0.03500000000000003,1.002,0.0008003211528733178,35.3,0.0,92.3,0.0,43.8,0.0,738.2739999999999,-0.0052600523195416304,0.429,3.0,1.84,3.5,0.0,1.25,0.12489013595405751
88,20.0,1.0,25.552000000000003,0.091,0.035,0.012,0.001,0.278,1.0,1.0,0.444,0.0040000000000000036,1.002,0.0008003211528733178,38.6,0.0,96.9,0.0,72.8,0.0,292.998,0.03031298110123748,0.42100000000000004,-3.0,0.65,4.0,0.0,6.055,0.022858345467444918
89,59.0,-1.0,46.21866666666667,0.091,0.085,0.006999999999999999,0.005,0.258,1.0,1.0,0.6990000000000001,0.017000000000000015,1.002,0.0008003211528733178,42.4,0.0,41.3,0.0,3.4,0.0,3292.6459999999997,-0.009150833012485426,0.647,-1.0,0.48,4.0,-0.5,7.07,-0.08600340180155264
90,26.0,0.0,29.333333333333332,0.004,0.033,0.0,0.001,0.151,1.0,1.0,0.6,0.03299999999999992,0.256,-0.0030960346765314117,46.6,0.0,71.1,0.0,26.0,0.0,1425.108,0.010208001265391342,0.56,3.0,2.26,3.0,0.0,1.3880000000000001,-0.19461061072534735
91,34.0,1.0,34.333333333333336,0.091,0.023,0.012,0.0,0.065,1.0,1.0,0.5,0.03700000000000003,0.124,0.041885663884656976,35.0,0.0,90.7,0.0,32.6,0.0,768.5219999999999,0.10472295546431298,0.466,3.0,1.66,3.0,0.0,8.792,0.0
92,43.0,-2.0,38.0,0.091,0.04,0.012,0.002,0.16399999999999998,1.0,1.0,0.648,0.03400000000000003,0.478,-0.01326303202309298,43.5,0.005135657683508876,56.3,-0.01198976814780317,13.0,0.02305050153955368,2025.932,0.049974830646767776,0.591,-3.0,0.91,4.0,0.0,2.0909999999999997,-0.00591924349567341
93,26.0,-1.0,25.333333333333332,0.08,0.187,0.012,0.0,0.135,1.0,1.0,0.637,0.03500000000000003,0.327,0.00943563415841786,40.8,0.0,86.6,0.0,37.1,0.0,1572.335,0.06700579642149584,0.574,0.0,1.04,3.5,0.0,4.91,-0.01716497466716671
94,39.0,-6.0,36.552,0.091,0.085,0.012,0.001,0.037000000000000005,1.0,1.0,0.545,0.012000000000000122,1.002,0.0008003211528733178,44.9,0.0,73.7,0.0,27.8,0.0,1150.079,-0.01710508862980309,0.514,2.0,1.46,4.0,0.0,43.565,0.06490127966817294
95,37.0,-4.0,40.0,0.091,0.085,0.012,0.002,0.161,1.0,1.0,0.467,0.014000000000000068,1.002,0.0008003211528733178,35.3,0.012342161128913176,93.2,-0.0019202189959539595,44.4,0.012626720408974723,698.702,0.012095903997572544,0.466,-4.0,0.67,3.0,0.0,3.264,0.0
96,31.0,-6.0,31.0,0.091,0.085,0.012,0.001,0.078,1.0,1.0,0.51,0.020000000000000018,1.002,0.0008003211528733178,44.7,0.0,96.8,0.0,70.8,0.0,356.718,-0.018467018721856632,0.48200000000000004,0.0,1.32,3.5,0.0,1.8119999999999998,0.0
97,54.0,-3.0,47.552,0.091,0.124,0.013000000000000001,0.009000000000000001,0.34700000000000003,1.0,1.0,0.583,-0.08100000000000007,3.306,0.010292159412303548,36.8,-0.00899141252326996,12.7,-0.06633702269708108,0.2,-0.1972584382397693,10484.908000000001,0.024467773252189184,0.7929999999999999,1.0,0.79,3.128,-0.06399999999999961,2.61,0.031600318880469214
98,52.0,4.0,52.666666666666664,0.045,0.085,0.012,0.009000000000000001,0.165,1.0,1.0,0.682,0.03600000000000014,1.5930000000000002,0.00037707401369391214,59.1,0.0,51.0,0.0,13.8,0.0,5303.309,-0.022495305529812493,0.643,-3.0,1.17,3.128,-0.06399999999999961,17.678,0.0
99,35.0,2.0,30.064666666666668,0.04,0.02,0.063,0.001,0.21100000000000002,1.0,1.0,0.37799999999999995,0.015999999999999903,0.095,-0.006198824930274127,34.3,0.0,93.6,0.0,45.4,0.0,516.888,-0.0036218400497428638,0.373,-1.0,2.09,2.5,0.0,4.428,0.0
100,54.0,1.0,55.21866666666667,0.091,0.085,0.012,0.0,0.368,1.0,1.0,0.552,0.013000000000000012,1.002,0.0008003211528733178,43.7,-0.006286982580474665,91.9,-0.001516471451473933,56.5,-0.004883386591480576,772.318,0.011695539103402375,0.529,2.0,1.19,4.5,0.5,2.577,0.012066217447601613
101,45.0,2.0,45.666666666666664,0.28,0.071,0.025,0.006,0.35700000000000004,1.0,1.0,0.691,0.03799999999999992,7.435,-0.0034607512139567254,63.0,0.0,56.9,0.0,18.7,0.0,6132.48,-0.03949870940153055,0.7040000000000001,0.0,0.78,3.128,-0.06399999999999961,35.704,0.030747969869706404
102,32.0,-3.0,27.0,0.091,0.085,0.012,0.001,0.18899999999999997,1.0,1.0,0.597,0.050999999999999934,0.177,-0.018174500300073615,40.5,0.0,91.8,0.0,49.4,0.0,1004.841,0.029742729576311522,0.522,2.0,1.03,3.0,-0.5,6.483,-0.05706596821308729
103,25.0,-4.0,24.333333333333332,0.06,0.076,0.012,0.001,0.201,1.0,1.0,0.5539999999999999,0.02499999999999991,1.002,0.0008003211528733178,42.8,0.008630234767404321,87.7,0.0016040412448161678,41.5,0.030566393483982823,747.197,-0.009498677806927813,0.522,2.0,0.97,3.0,-0.5,11.502,-0.004511410653921799
104,38.0,1.0,35.333333333333336,0.091,0.085,0.006,0.001,0.183,1.0,1.0,0.634,0.02200000000000002,0.35100000000000003,0.10197228772148015,57.1,0.0,88.1,0.0,58.7,0.0,1534.865,-0.027342415493034733,0.589,0.0,1.35,3.0,0.0,5.372000000000001,-0.025671724295636578
105,22.0,2.0,22.333333333333332,0.16,0.23,0.003,0.001,0.11599999999999999,1.0,1.0,0.575,0.030999999999999917,0.588,-0.047249683587433755,44.3,0.0,81.3,0.0,33.9,0.0,1548.17,0.03476951102041426,0.5529999999999999,4.0,2.22,4.0,1.0,7.48,0.0
