Code,Indicator Name,Short definition,Long definition,Source,Topic,Statistical concept and methodology
5.01.01.01.indust,Industrial Production Index,Industrial production index measures changes in industrial production and is widely used for the observation and analysis of the current economic activity.,Industrial production index measures changes in industrial production and is widely used for the observation and analysis of the current economic activity. Monthly survey on industrial production of index allows identifying the turning points in economic development at an early stage.,"IMF: International Financial Statistics (IFS), Series 66",Statistical Capacity Indicator (SCI),Score is 1 if the index is available monthly or quarterly. For assessment it will be looked back 8 years  starting 3 years before current year.
